timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1623517875,0,2,0,32153,357,57,56,52.44,16
1623517875,0,4,0,32121,389,57,56,52.44,16
1623517875,0,4,0,32075,435,57,56,52.44,16
1623517875,0,5,0,32033,477,57,56,52.44,16
1623517875,0,3,0,32031,479,57,56,52.42,16
1623517875,0,3,0,32031,479,57,56,52.42,16
1623517875,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.34,16
1623517876,0,0,0,32031,479,57,56,52.24,16
1623517876,0,0,0,32031,479,57,56,52.25,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517876,0,0,0,32031,479,57,56,52.35,16
1623517877,0,0,0,32031,479,57,56,52.25,16
1623517877,0,0,0,32031,479,57,56,52.35,16
1623517877,0,0,0,32031,479,57,56,52.25,16
1623517877,0,0,0,32031,479,57,56,52.35,16
1623517877,0,0,0,32031,479,57,56,52.35,16
1623517877,0,0,0,32031,479,57,56,52.35,16
1623517877,0,0,0,32031,479,57,56,52.25,16
1623517877,0,0,0,32031,479,57,56,52.25,16
1623517877,0,0,0,32031,479,57,56,52.25,16
1623517877,0,0,0,32031,479,57,56,52.35,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517878,0,0,0,32031,479,57,56,52.35,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517878,0,0,0,32031,479,57,56,52.24,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517878,0,0,0,32031,479,57,56,52.24,16
1623517878,0,0,0,32031,479,57,56,52.14,16
1623517878,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.24,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517879,0,0,0,32031,479,57,56,52.14,16
1623517879,0,0,0,32031,479,57,56,52.25,16
1623517880,0,0,0,32031,479,57,56,52.15,16
1623517880,0,0,0,32031,479,57,56,52.06,16
1623517880,0,0,0,32031,479,57,56,52.15,16
1623517880,0,0,0,32031,479,57,56,52.15,16
1623517880,0,0,0,32031,479,57,56,52.06,16
1623517880,0,0,0,32031,479,57,56,52.15,16
1623517880,0,0,0,32031,479,57,56,52.06,16
1623517880,0,0,0,32031,479,57,56,52.06,16
1623517880,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,56,52.06,16
1623517881,0,0,0,32031,479,57,55,51.96,16
1623517881,0,0,0,1919,30591,57,56,52.06,16
1623517881,0,0,0,1919,30591,57,56,52.06,16
1623517881,0,0,0,1919,30591,57,56,52.05,16
1623517882,0,0,0,1919,30591,57,56,54.72,16
1623517882,0,2,0,1919,30591,56,56,52.05,16
1623517882,0,2,0,1919,30591,56,56,52.02,16
1623517882,0,0,0,1919,30591,57,56,52.02,16
1623517882,0,0,0,1919,30591,57,56,52.02,16
1623517882,0,0,0,1919,30591,57,55,51.92,16
1623517882,0,0,0,1919,30591,57,56,52.02,16
1623517882,0,0,0,1919,30591,56,56,52.02,16
1623517882,0,0,0,1919,30591,56,56,51.92,16
1623517882,0,0,0,1919,30591,56,55,52.02,16
1623517883,0,0,0,1919,30591,56,55,52.02,16
1623517883,0,0,0,1919,30591,57,56,51.92,16
1623517883,0,0,0,1919,30591,56,55,51.92,16
1623517883,0,0,0,1919,30591,56,55,51.92,16
1623517883,0,0,0,1919,30591,56,55,51.83,16
1623517883,0,0,0,1919,30591,56,55,51.83,16
1623517883,0,0,0,1919,30591,56,55,51.83,16
1623517883,0,0,0,1919,30591,56,55,51.83,16
1623517883,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517884,0,0,0,1919,30591,56,55,51.84,16
1623517884,0,0,0,1919,30591,56,55,51.83,16
1623517885,0,0,0,1919,30591,56,55,51.84,16
1623517885,0,0,0,1919,30591,56,55,51.83,16
1623517885,0,0,0,1919,30591,56,55,51.83,16
1623517885,0,0,0,1919,30591,56,55,51.83,16
1623517885,0,0,0,1919,30591,56,55,51.73,16
1623517885,0,0,0,1919,30591,56,55,51.73,16
1623517885,0,0,0,1919,30591,56,55,51.73,16
1623517885,0,0,0,1919,30591,56,55,51.83,16
1623517885,0,0,0,1919,30591,56,55,51.73,16
1623517885,0,0,0,1919,30591,56,55,51.64,16
1623517886,0,0,0,1919,30591,56,55,51.73,16
1623517886,0,0,0,1919,30591,56,55,51.77,16
1623517886,0,0,0,1919,30591,56,55,51.77,16
1623517886,0,0,0,1919,30591,56,55,51.67,16
1623517886,0,0,0,1919,30591,56,55,51.67,16
1623517886,0,0,0,1919,30591,56,55,51.65,16
1623517886,0,0,0,1919,30591,56,55,51.65,16
1623517886,0,0,0,1919,30591,56,55,51.65,16
1623517886,0,0,0,1919,30591,56,55,51.65,16
1623517887,0,0,0,1919,30591,56,55,51.65,16
1623517887,0,0,0,1919,30591,56,55,51.65,16
1623517887,0,0,0,1919,30591,56,55,51.57,16
1623517887,0,1,0,1917,30593,56,55,51.67,16
1623517887,0,1,0,1917,30593,56,55,51.67,16
1623517887,0,0,0,1917,30593,56,55,51.57,16
1623517887,0,0,0,1917,30593,56,55,51.67,16
1623517887,0,0,0,1917,30593,56,55,51.67,16
1623517887,0,0,0,1917,30593,56,55,51.57,16
1623517887,0,0,0,1917,30593,56,55,51.57,16
1623517888,0,0,0,1917,30593,56,55,51.57,16
1623517888,0,0,0,1917,30593,56,55,51.48,16
1623517888,0,0,0,1917,30593,56,55,51.48,16
1623517888,0,0,0,1917,30593,56,55,51.48,16
1623517888,0,0,0,1917,30593,56,55,51.48,16
1623517888,0,0,0,1917,30593,55,55,51.48,16
1623517888,0,0,0,1917,30593,56,55,51.48,16
1623517888,0,0,0,1917,30593,55,55,51.48,16
1623517888,0,0,0,1917,30593,55,54,51.48,16
1623517888,0,0,0,1917,30593,55,54,51.48,16
1623517889,0,0,0,1917,30593,55,54,51.48,16
1623517889,0,0,0,1917,30593,55,55,51.48,16
1623517889,0,0,0,1917,30593,55,55,51.48,16
1623517889,0,0,0,1885,30625,55,54,51.47,16
1623517889,0,4,0,1857,30653,55,54,51.47,16
1623517889,0,4,0,1857,30653,55,55,51.57,16
1623517889,0,1,0,1857,30653,55,54,51.6,16
1623517889,0,1,0,1857,30653,55,54,51.49,16
1623517889,0,0,0,1857,30653,55,54,51.48,16
1623517890,0,0,0,1857,30653,55,54,51.44,16
1623517890,0,0,0,1857,30653,55,54,51.57,16
1623517890,0,0,0,1857,30653,55,54,51.48,16
1623517890,0,0,0,1857,30653,55,54,51.48,16
1623517890,0,0,0,1857,30653,55,54,51.56,16
1623517890,0,0,0,1857,30653,55,54,51.47,16
1623517890,0,0,0,1857,30653,55,54,51.49,16
1623517890,0,0,0,1857,30653,55,54,51.5,16
1623517890,0,0,0,1857,30653,55,54,51.48,16
1623517890,0,0,0,1857,30653,55,54,51.5,16
1623517891,0,0,0,1857,30653,55,54,51.38,16
1623517891,0,0,0,1857,30653,55,54,51.38,16
1623517891,0,0,0,1857,30653,55,54,51.5,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.48,16
1623517891,0,0,0,1857,30653,55,54,51.38,16
1623517892,0,0,0,1857,30653,55,54,51.48,16
1623517892,0,0,0,1857,30653,55,54,51.38,16
1623517892,0,0,0,1857,30653,55,54,51.48,16
1623517892,0,0,0,1857,30653,55,54,51.38,16
1623517892,0,0,0,1857,30653,55,54,51.5,16
1623517892,0,0,0,1857,30653,55,54,51.38,16
1623517892,0,0,0,1857,30653,55,54,51.48,16
1623517892,0,0,0,1857,30653,55,54,51.38,16
1623517892,0,0,0,1857,30653,55,54,51.38,16
1623517893,0,0,0,1857,30653,55,54,51.38,16
1623517893,0,0,0,1857,30653,55,54,51.48,16
1623517893,0,0,0,1857,30653,55,54,51.28,16
1623517893,0,0,0,1857,30653,55,54,51.21,16
1623517893,0,0,0,1857,30653,55,54,51.28,16
1623517893,0,0,0,1857,30653,55,54,51.38,16
1623517893,0,0,0,1857,30653,55,54,51.38,16
1623517893,0,0,0,1857,30653,55,54,51.38,16
1623517893,0,0,0,1857,30653,55,54,51.4,16
1623517893,0,0,0,1857,30653,55,54,51.3,16
1623517894,0,0,0,1857,30653,55,54,51.28,16
1623517894,0,0,0,1857,30653,55,54,51.19,16
1623517894,0,0,0,1857,30653,55,54,51.28,16
1623517894,0,0,0,1857,30653,55,54,51.28,16
1623517894,0,0,0,1857,30653,55,54,51.28,16
1623517894,0,0,0,1857,30653,55,54,51.19,16
1623517894,0,0,0,1857,30653,55,54,51.19,16
1623517894,0,0,0,1857,30653,55,54,51.19,16
1623517894,0,0,0,1857,30653,55,54,51.27,16
1623517894,0,0,0,1857,30653,55,54,51.19,16
1623517895,0,0,0,1857,30653,55,54,51.19,16
1623517895,0,0,0,1857,30653,55,54,51.19,16
1623517895,0,0,0,1857,30653,55,54,51.19,16
1623517895,0,0,0,1857,30653,55,54,51.09,16
1623517895,0,0,0,1857,30653,55,54,51.2,16
1623517895,0,0,0,1857,30653,55,54,51.09,16
1623517895,0,0,0,1857,30653,55,54,51.19,16
1623517895,0,0,0,1857,30653,55,54,51.17,16
1623517895,0,0,0,1857,30653,55,54,51.19,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.11,16
1623517896,0,0,0,1857,30653,55,54,51.18,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.09,16
1623517896,0,0,0,1857,30653,55,54,51.11,16
1623517896,0,0,0,1857,30653,55,53,51.14,16
1623517897,0,0,0,1857,30653,55,54,51.01,16
1623517897,0,0,0,1857,30653,55,54,51.14,16
1623517897,0,3,0,1857,30653,55,54,51.09,16
1623517897,0,2,0,1825,30685,55,54,51.21,16
1623517897,0,2,0,1759,30751,55,54,51.68,16
1623517897,0,11,0,1725,30785,54,53,51.11,16
1623517897,0,11,0,1715,30795,55,54,51.08,16
1623517897,0,2,0,1677,30833,55,54,51.11,16
1623517897,0,3,0,1645,30865,54,54,51.11,16
1623517897,0,3,0,1601,30909,54,54,51.02,16
1623517898,0,4,0,1565,30945,54,54,51.08,16
1623517898,0,4,0,1503,31007,55,53,51.27,16
1623517898,0,9,0,1489,31021,54,54,51.19,16
1623517898,0,1,0,1489,31021,54,53,51.08,16
1623517898,0,1,0,1489,31021,57,54,204.94,16
1623517898,0,65,10,1489,31021,58,54,191.73,16
1623517898,0,93,13,1489,31021,58,55,164.73,16
1623517898,0,93,13,1489,31021,58,56,142.37,16
1623517898,0,86,12,1489,31021,59,55,189.8,16
1623517899,0,86,12,1489,31021,59,56,162.24,16
1623517899,0,91,15,1489,31021,60,56,197.57,16
1623517899,0,96,18,1489,31021,60,57,207.43,16
1623517899,0,96,18,1489,31021,60,56,187.08,16
1623517899,0,98,15,1489,31021,60,58,182.14,16
1623517899,0,98,15,1489,31021,59,58,53.76,16
1623517899,0,67,17,1489,31021,57,56,52.42,16
1623517899,0,13,7,1487,31023,59,57,202.46,16
1623517899,0,13,7,1487,31023,60,59,221.96,16
1623517899,0,96,43,1487,31023,60,61,197.97,16
1623517900,0,90,37,1487,31023,60,61,212.07,16
1623517900,0,90,37,1487,31023,60,62,200.42,16
1623517900,0,90,39,1487,31023,61,61,207.2,16
1623517900,0,90,39,1487,31023,60,62,203.03,16
1623517900,0,91,42,1487,31023,61,62,218.02,16
1623517900,0,89,40,1487,31023,61,63,202.59,16
1623517900,0,89,40,1487,31023,61,62,218.47,16
1623517900,0,99,45,1487,31023,61,63,195.75,16
1623517900,0,89,36,1487,31023,62,62,223.13,16
1623517900,0,89,36,1487,31023,61,63,184.05,16
1623517901,0,87,38,1487,31023,62,62,223.2,16
1623517901,0,87,38,1487,31023,61,63,178.2,16
1623517901,0,90,43,1487,31023,62,62,227.43,16
1623517901,0,93,42,1487,31023,61,64,108.83,16
1623517901,0,93,42,1487,31023,62,62,222.59,16
1623517901,0,95,40,1487,31023,62,64,105.04,16
1623517901,0,95,40,1487,31023,62,63,224.86,16
1623517901,0,90,39,1487,31023,62,64,103.67,16
1623517901,0,89,40,1487,31023,62,63,226.79,16
1623517902,0,89,40,1487,31023,62,64,103.84,16
1623517902,0,91,43,1487,31023,62,63,221.19,16
1623517902,0,98,44,1487,31023,62,64,107.29,16
1623517902,0,98,44,1487,31023,62,63,226.76,16
1623517902,0,92,39,1487,31023,63,64,130.16,16
1623517902,0,92,39,1487,31023,62,63,225.18,16
1623517902,0,89,37,1487,31023,63,64,172.85,16
1623517902,0,91,41,1487,31023,62,63,209.12,16
1623517902,0,91,41,1487,31023,63,64,200.15,16
1623517902,0,90,43,1487,31023,62,63,218.3,16
1623517903,0,90,43,1487,31023,63,64,214.23,16
1623517903,0,100,45,1487,31023,63,64,212.84,16
1623517903,0,91,37,1487,31023,63,64,231.25,16
1623517903,0,91,37,1487,31023,63,63,209.82,16
1623517903,0,90,38,1487,31023,63,64,229.82,16
1623517903,0,89,41,1487,31023,63,64,201.75,16
1623517903,0,89,41,1487,31023,63,65,224.18,16
1623517903,0,91,43,1487,31023,63,64,206.04,16
1623517903,0,91,43,1487,31023,63,65,221.43,16
1623517903,0,100,45,1487,31023,63,64,208.99,16
1623517904,0,89,36,1487,31023,63,65,210.41,16
1623517904,0,89,36,1487,31023,63,64,207.62,16
1623517904,0,91,39,1487,31023,63,65,217.82,16
1623517904,0,91,39,1487,31023,63,65,205.83,16
1623517904,0,89,41,1487,31023,63,65,229.13,16
1623517904,0,90,41,1487,31023,63,66,205.76,16
1623517904,0,90,41,1487,31023,64,65,226.58,16
1623517904,0,100,46,1487,31023,63,66,204.51,16
1623517904,0,90,36,1487,31023,64,64,211.49,16
1623517905,0,90,36,1487,31023,63,65,204.11,16
1623517905,0,89,38,1487,31023,64,65,221.03,16
1623517905,0,89,38,1487,31023,63,65,206.81,16
1623517905,0,91,43,1487,31023,64,65,219.62,16
1623517905,0,91,41,1487,31023,63,65,201.78,16
1623517905,0,91,41,1487,31023,64,65,217.3,16
1623517905,0,98,43,1487,31023,63,66,199.34,16
1623517905,0,90,38,1487,31023,64,65,224.15,16
1623517905,0,90,38,1487,31023,63,66,190.86,16
1623517905,0,89,39,1487,31023,64,65,226.46,16
1623517906,0,89,39,1487,31023,63,66,184.85,16
1623517906,0,89,43,1487,31023,64,65,225.31,16
1623517906,0,94,41,1487,31023,63,66,185.96,16
1623517906,0,94,41,1487,31023,64,65,222.44,16
1623517906,0,97,41,1487,31023,64,66,158.75,16
1623517906,0,97,41,1487,31023,64,65,229.27,16
1623517906,0,89,38,1487,31023,64,66,126.36,16
1623517906,0,90,40,1487,31023,64,65,221.01,16
1623517906,0,90,40,1487,31023,64,67,114.41,16
1623517906,0,90,43,1487,31023,65,65,226.66,16
1623517907,0,96,43,1487,31023,64,67,99.92,16
1623517907,0,96,43,1487,31023,65,66,227.85,16
1623517907,0,94,39,1487,31023,65,67,103.27,16
1623517907,0,94,39,1487,31023,65,66,227.66,16
1623517907,0,90,38,1487,31023,65,67,100.69,16
1623517907,0,89,41,1487,31023,65,66,227.45,16
1623517907,0,89,41,1487,31023,65,67,108.11,16
1623517907,0,90,43,1487,31023,64,66,225.99,16
1623517907,0,100,45,1487,31023,65,67,131.79,16
1623517908,0,100,45,1487,31023,65,66,223.02,16
1623517908,0,90,37,1487,31023,65,67,162.34,16
1623517908,0,90,37,1487,31023,65,66,219.86,16
1623517908,0,90,38,1487,31023,65,67,202.47,16
1623517908,0,90,41,1487,31023,65,66,216.24,16
1623517908,0,90,41,1487,31023,65,67,221.09,16
1623517908,0,90,42,1487,31023,65,66,206.73,16
1623517908,0,90,42,1487,31023,65,67,238.13,16
1623517908,0,100,45,1487,31023,65,66,207.63,16
1623517908,0,90,37,1487,31023,65,66,229.44,16
1623517909,0,90,37,1487,31023,65,66,205.28,16
1623517909,0,90,38,1487,31023,65,67,227.45,16
1623517909,0,90,42,1487,31023,65,68,204.57,16
1623517909,0,90,42,1487,31023,65,67,227.48,16
1623517909,0,90,41,1487,31023,65,66,209.72,16
1623517909,0,90,41,1487,31023,65,67,210.49,16
1623517909,0,100,46,1487,31023,65,66,208.09,16
1623517909,0,90,36,1487,31023,65,66,218.49,16
1623517909,0,90,36,1487,31023,65,67,207.28,16
1623517909,0,90,39,1487,31023,65,66,223.1,16
1623517910,0,89,42,1487,31023,65,67,207.76,16
1623517910,0,89,42,1487,31023,66,66,231.09,16
1623517910,0,91,41,1487,31023,65,67,205.25,16
1623517910,0,91,41,1487,31023,66,66,217.68,16
1623517910,0,99,44,1487,31023,65,68,206.41,16
1623517910,0,90,37,1487,31023,66,67,216.26,16
1623517910,0,90,37,1487,31023,65,68,206.67,16
1623517910,0,90,40,1487,31023,66,67,221.73,16
1623517910,0,90,40,1487,31023,65,68,203.36,16
1623517911,0,89,42,1487,31023,66,67,223.21,16
1623517911,0,93,42,1487,31023,65,68,199.08,16
1623517911,0,93,42,1487,31023,66,67,219.51,16
1623517911,0,97,40,1487,31023,65,68,193.69,16
1623517911,0,89,39,1487,31023,66,67,232.18,16
1623517911,0,89,39,1487,31023,65,68,180.4,16
1623517911,0,89,40,1487,31023,66,67,231.09,16
1623517911,0,89,40,1487,31023,65,67,150.54,16
1623517911,0,90,43,1487,31023,66,67,222.09,16
1623517911,0,98,44,1487,31023,66,68,144.9,16
1623517912,0,98,44,1487,31023,66,67,218.04,16
1623517912,0,92,39,1487,31023,66,68,103.07,16
1623517912,0,92,39,1487,31023,66,67,228.49,16
1623517912,0,89,37,1487,31023,66,69,106.36,16
1623517912,0,90,41,1487,31023,66,67,226.99,16
1623517912,0,90,41,1487,31023,66,69,96.93,16
1623517912,0,90,42,1487,31023,66,68,226.31,16
1623517912,0,100,45,1487,31023,66,68,113.1,16
1623517912,0,100,45,1487,31023,66,67,227.32,16
1623517912,0,90,37,1487,31023,66,68,135.34,16
1623517913,0,90,37,1487,31023,66,68,226.64,16
1623517913,0,90,39,1487,31023,66,68,170.75,16
1623517913,0,89,41,1487,31023,66,67,221.49,16
1623517913,0,89,41,1487,31023,66,68,217.56,16
1623517913,0,89,42,1487,31023,66,67,212.46,16
1623517913,0,100,45,1487,31023,67,68,237.67,16
1623517913,0,100,45,1487,31023,66,68,214.05,16
1623517913,0,90,37,1487,31023,67,68,233.64,16
1623517913,0,90,37,1487,31023,66,68,205.42,16
1623517914,0,90,39,1487,31023,67,68,229.19,16
1623517914,0,90,42,1487,31023,66,69,206.41,16
1623517914,0,90,42,1487,31023,67,68,225.81,16
1623517914,0,90,41,1487,31023,66,69,211.32,16
1623517914,0,90,41,1487,31023,67,68,210.93,16
1623517914,0,99,45,1487,31023,66,69,211.68,16
1623517914,0,90,37,1487,31023,67,68,211.62,16
1623517914,0,90,37,1487,31023,66,69,211.04,16
1623517914,0,90,39,1487,31023,67,68,218.74,16
1623517914,0,90,43,1487,31023,66,69,208,16
1623517915,0,90,43,1487,31023,67,68,233.9,16
1623517915,0,92,41,1487,31023,66,69,207.44,16
1623517915,0,92,41,1487,31023,67,68,223.11,16
1623517915,0,98,43,1487,31023,66,69,208.13,16
1623517915,0,90,38,1487,31023,67,68,213.89,16
1623517915,0,90,38,1487,31023,66,69,207.86,16
1623517915,0,90,39,1487,31023,67,68,224.05,16
1623517915,0,90,39,1487,31023,66,70,207.5,16
1623517915,0,90,43,1487,31023,67,68,223.69,16
1623517915,0,93,42,1487,31023,66,70,207.94,16
1623517916,0,93,42,1487,31023,67,68,223.34,16
1623517916,0,97,40,1487,31023,66,70,201.15,16
1623517916,0,90,39,1487,31023,67,68,221.91,16
1623517916,0,90,39,1487,31023,66,70,191.95,16
1623517916,0,90,40,1487,31023,67,68,232.23,16
1623517916,0,90,40,1487,31023,66,69,187.74,16
1623517916,0,90,43,1487,31023,67,68,225.87,16
1623517916,0,97,43,1487,31023,66,69,165.86,16
1623517916,0,97,43,1487,31023,67,68,233.13,16
1623517916,0,93,39,1487,31023,66,69,142.31,16
1623517917,0,90,38,1487,31023,67,68,223.36,16
1623517917,0,90,38,1487,31023,67,70,113.65,16
1623517917,0,90,41,1487,31023,67,69,225.18,16
1623517917,0,90,41,1487,31023,67,70,100.53,16
1623517917,0,90,42,1487,31023,67,69,230.63,16
1623517917,0,100,45,1487,31023,68,70,107.69,16
1623517917,0,100,45,1487,31023,68,69,229.05,16
1623517917,0,90,37,1487,31023,68,70,103.53,16
1623517917,0,90,37,1487,31023,67,69,228.35,16
1623517918,0,90,38,1487,31023,68,70,115.83,16
1623517918,0,89,41,1487,31023,67,69,228.53,16
1623517918,0,89,41,1487,31023,68,70,144.38,16
1623517918,0,90,42,1487,31023,67,69,227.05,16
1623517918,0,100,45,1487,31023,68,70,183.7,16
1623517918,0,100,45,1487,31023,67,69,226.78,16
1623517918,0,90,36,1487,31023,68,69,217.12,16
1623517918,0,90,36,1487,31023,67,69,214.57,16
1623517918,0,90,39,1487,31023,68,70,239.2,16
1623517918,0,90,42,1487,31023,67,69,202.4,16
1623517919,0,90,42,1487,31023,68,69,227.32,16
1623517919,0,90,41,1487,31023,67,70,200.04,16
1623517919,0,90,41,1487,31023,68,69,225.11,16
1623517919,0,99,45,1487,31023,67,70,209.66,16
1623517919,0,90,36,1487,31023,68,69,208.05,16
1623517919,0,90,36,1487,31023,67,70,210.14,16
1623517919,0,90,40,1487,31023,68,69,216.62,16
1623517919,0,90,43,1487,31023,67,70,206.46,16
1623517919,0,90,43,1487,31023,68,69,230.17,16
1623517919,0,92,41,1487,31023,67,69,205.7,16
1623517920,0,92,41,1487,31023,68,69,230.4,16
1623517920,0,98,43,1487,31023,67,70,208.66,16
1623517920,0,89,38,1487,31023,68,69,217.03,16
1623517920,0,89,38,1487,31023,68,70,207.69,16
1623517920,0,91,40,1487,31023,68,70,212.34,16
1623517920,0,89,43,1487,31023,67,70,207.29,16
1623517920,0,89,43,1487,31023,68,70,221.94,16
1623517920,0,93,41,1487,31023,67,71,209.08,16
1623517920,0,93,41,1487,31023,68,70,226.16,16
1623517921,0,97,41,1487,31023,67,71,207.11,16
1623517921,0,90,38,1487,31023,68,69,224.85,16
1623517921,0,90,38,1487,31023,67,70,196.65,16
1623517921,0,88,39,1487,31023,68,70,220.29,16
1623517921,0,88,39,1487,31023,67,70,194.23,16
1623517921,0,91,43,1487,31023,68,70,231.72,16
1623517921,0,96,43,1487,31023,67,70,186.95,16
1623517921,0,96,43,1487,31023,68,69,229.62,16
1623517921,0,94,39,1487,31023,67,70,179.16,16
1623517921,0,90,38,1487,31023,68,69,234.82,16
1623517922,0,90,38,1487,31023,67,70,142.7,16
1623517922,0,89,41,1487,31023,68,70,223.52,16
1623517922,0,89,41,1487,31023,67,70,117.23,16
1623517922,0,90,43,1487,31023,68,70,229.42,16
1623517922,0,100,45,1487,31023,69,71,106.83,16
1623517922,0,100,45,1487,31023,68,70,228.54,16
1623517922,0,90,37,1487,31023,69,71,108.82,16
1623517922,0,90,37,1487,31023,69,70,226.19,16
1623517922,0,90,38,1487,31023,69,71,114.6,16
1623517922,0,89,41,1487,31023,68,70,227.16,16
1623517923,0,89,41,1487,31023,69,71,148.69,16
1623517923,0,90,42,1487,31023,68,70,224.36,16
1623517923,0,100,45,1487,31023,69,70,197.94,16
1623517923,0,100,45,1487,31023,68,70,222.02,16
1623517923,0,90,37,1487,31023,69,71,216.07,16
1623517923,0,90,37,1487,31023,68,70,217.57,16
1623517923,0,90,39,1487,31023,69,71,223.2,16
1623517923,0,90,42,1487,31023,68,71,213.49,16
1623517923,0,90,42,1487,31023,69,71,240.29,16
1623517924,0,90,41,1487,31023,68,70,212,16
1623517924,0,90,41,1487,31023,69,71,235.06,16
1623517924,0,100,46,1487,31023,68,71,205.43,16
1623517924,0,89,36,1487,31023,69,71,229.83,16
1623517924,0,89,36,1487,31023,68,72,212.65,16
1623517924,0,90,39,1487,31023,69,71,213.61,16
1623517924,0,90,42,1487,31023,68,72,213.66,16
1623517924,0,90,42,1487,31023,69,71,224.95,16
